"resp.id";"ques";"alt";"Price";"Duration";"Accommodation";"Transport";"Destination";"choice"
1;16;3;"2500";"2";"3stars";"train";"Greece";0
1;16;4;"1500";"10";"3stars";"plane";"Portugal";1
1;17;1;"500";"5";"3stars";"plane";"Turkey";0
1;17;2;"1500";"10";"budget";"plane";"Turkey";0
1;17;3;"1500";"2";"budget";"plane";"Spain";1
1;17;4;"2500";"2";"budget";"plane";"Spain";0
1;18;1;"1500";"10";"5stars";"plane";"Greece";0
1;18;2;"800";"2";"budget";"plane";"Turkey";0
1;18;3;"800";"2";"3stars";"bus";"Spain";0
1;18;4;"800";"5";"5stars";"bus";"Spain";1
2;19;1;"500";"10";"3stars";"bus";"Spain";0
2;19;2;"2500";"2";"5stars";"plane";"Portugal";1
2;19;3;"1500";"10";"budget";"train";"Turkey";0
2;19;4;"800";"5";"3stars";"bus";"Turkey";0
2;20;1;"2500";"5";"5stars";"bus";"Spain";0
2;20;2;"1500";"2";"budget";"plane";"Turkey";0
2;20;3;"800";"5";"budget";"train";"Turkey";0
2;20;4;"1500";"2";"5stars";"train";"Spain";1
2;21;1;"500";"5";"budget";"plane";"Greece";0
2;21;2;"1500";"10";"budget";"plane";"Portugal";0
2;21;3;"500";"2";"3stars";"train";"Turkey";0
2;21;4;"500";"10";"5stars";"bus";"Portugal";1
2;22;1;"500";"10";"budget";"train";"Turkey";0
2;22;2;"500";"10";"3stars";"bus";"Turkey";0
2;22;3;"1500";"2";"5stars";"plane";"Greece";1
2;22;4;"500";"10";"budget";"plane";"Greece";0
2;23;1;"2500";"5";"budget";"plane";"Portugal";0
2;23;2;"500";"2";"5stars";"plane";"Greece";1
2;23;3;"800";"5";"5stars";"train";"Greece";0
2;23;4;"800";"10";"budget";"plane";"Turkey";0
2;24;1;"1500";"10";"5stars";"plane";"Spain";1
2;24;2;"500";"2";"budget";"train";"Turkey";0
2;24;3;"800";"2";"budget";"plane";"Turkey";0
2;24;4;"500";"10";"3stars";"train";"Greece";0
2;25;1;"500";"2";"5stars";"bus";"Portugal";1
2;25;2;"1500";"10";"5stars";"train";"Greece";0
2;25;3;"2500";"2";"3stars";"plane";"Spain";0
2;25;4;"800";"2";"5stars";"train";"Greece";0
2;26;1;"1500";"5";"budget";"plane";"Spain";0
2;26;2;"2500";"2";"5stars";"plane";"Greece";1
2;26;3;"800";"2";"3stars";"bus";"Spain";0
2;26;4;"800";"10";"3stars";"plane";"Greece";0
2;27;1;"1500";"5";"5stars";"plane";"Portugal";1
2;27;2;"800";"10";"budget";"bus";"Turkey";0
2;27;3;"2500";"10";"3stars";"plane";"Turkey";0
2;27;4;"2500";"5";"5stars";"train";"Turkey";0
2;28;1;"1500";"2";"3stars";"bus";"Turkey";0
2;28;2;"2500";"2";"3stars";"train";"Spain";0
2;28;3;"500";"2";"5stars";"train";"Portugal";1
2;28;4;"500";"2";"5stars";"train";"Turkey";0
2;29;1;"1500";"5";"3stars";"plane";"Portugal";1
2;29;2;"1500";"5";"3stars";"train";"Greece";0
2;29;3;"800";"5";"3stars";"train";"Greece";0
2;29;4;"2500";"2";"budget";"train";"Turkey";0
2;30;1;"500";"10";"5stars";"plane";"Portugal";1
2;30;2;"2500";"2";"5stars";"bus";"Spain";0
2;30;3;"2500";"2";"budget";"plane";"Spain";0
2;30;4;"800";"2";"budget";"bus";"Portugal";0
2;31;1;"800";"10";"budget";"train";"Turkey";0
2;31;2;"500";"10";"5stars";"plane";"Turkey";1
2;31;3;"800";"5";"budget";"train";"Spain";0
2;31;4;"500";"10";"budget";"train";"Portugal";0
2;32;1;"500";"10";"3stars";"plane";"Greece";0
2;32;2;"1500";"10";"3stars";"train";"Spain";0
2;32;3;"1500";"2";"3stars";"train";"Turkey";0
2;32;4;"1500";"10";"budget";"plane";"Greece";1
2;33;1;"1500";"10";"5stars";"train";"Turkey";0
2;33;2;"1500";"5";"5stars";"plane";"Greece";1
2;33;3;"2500";"10";"5stars";"bus";"Spain";0
2;33;4;"2500";"2";"budget";"bus";"Spain";0
2;34;1;"1500";"2";"budget";"bus";"Spain";0
2;34;2;"500";"10";"3stars";"train";"Turkey";0
2;34;3;"500";"5";"budget";"plane";"Portugal";0
2;34;4;"800";"5";"5stars";"plane";"Greece";1
2;35;1;"800";"10";"budget";"train";"Greece";0
2;35;2;"500";"2";"5stars";"plane";"Turkey";1
2;35;3;"1500";"10";"3stars";"bus";"Greece";0
2;35;4;"1500";"2";"3stars";"plane";"Portugal";0
2;36;1;"2500";"10";"3stars";"train";"Portugal";0
2;36;2;"2500";"10";"5stars";"train";"Greece";1
2;36;3;"500";"2";"5stars";"bus";"Turkey";0
2;36;4;"1500";"5";"budget";"train";"Portugal";0
3;37;1;"1500";"2";"5stars";"plane";"Portugal";0
3;37;2;"1500";"2";"3stars";"train";"Greece";0
3;37;3;"1500";"5";"budget";"bus";"Greece";0
3;37;4;"1500";"2";"5stars";"bus";"Portugal";1
3;38;1;"800";"2";"budget";"bus";"Spain";0
3;38;2;"1500";"10";"5stars";"plane";"Greece";0
3;38;3;"500";"2";"5stars";"bus";"Greece";1
3;38;4;"1500";"10";"5stars";"bus";"Portugal";0
3;39;1;"1500";"2";"3stars";"bus";"Portugal";0
3;39;2;"1500";"2";"budget";"bus";"Spain";0
3;39;3;"2500";"5";"3stars";"bus";"Spain";0
3;39;4;"2500";"10";"3stars";"plane";"Portugal";1
3;40;1;"1500";"10";"3stars";"bus";"Spain";0
3;40;2;"800";"5";"5stars";"train";"Spain";0
3;40;3;"800";"5";"5stars";"bus";"Spain";0
3;40;4;"500";"5";"budget";"plane";"Greece";1
3;41;1;"2500";"2";"3stars";"bus";"Spain";0
3;41;2;"1500";"2";"budget";"plane";"Spain";0
3;41;3;"2500";"5";"budget";"bus";"Spain";0
3;41;4;"2500";"2";"5stars";"train";"Portugal";1
3;42;1;"2500";"2";"budget";"plane";"Spain";0
3;42;2;"1500";"10";"5stars";"plane";"Turkey";0
3;42;3;"800";"10";"3stars";"plane";"Greece";0
3;42;4;"1500";"5";"5stars";"bus";"Greece";1
3;43;1;"800";"2";"budget";"bus";"Greece";0
3;43;2;"500";"2";"3stars";"plane";"Turkey";1
3;43;3;"800";"5";"5stars";"plane";"Turkey";0
3;43;4;"500";"5";"5stars";"train";"Turkey";0
3;44;1;"500";"10";"budget";"bus";"Turkey";0
3;44;2;"2500";"10";"3stars";"train";"Portugal";0
3;44;3;"800";"10";"5stars";"plane";"Turkey";0
3;44;4;"800";"10";"5stars";"bus";"Greece";1
3;45;1;"800";"2";"budget";"plane";"Turkey";0
3;45;2;"500";"5";"budget";"plane";"Portugal";0
3;45;3;"2500";"2";"5stars";"bus";"Turkey";0
3;45;4;"500";"2";"3stars";"plane";"Greece";1
3;46;1;"1500";"5";"5stars";"bus";"Portugal";0
3;46;2;"800";"10";"5stars";"bus";"Turkey";0
3;46;3;"800";"10";"3stars";"bus";"Greece";0
3;46;4;"800";"5";"5stars";"bus";"Turkey";1
3;47;1;"800";"10";"3stars";"plane";"Spain";0
3;47;2;"800";"10";"budget";"plane";"Greece";1
3;47;3;"1500";"5";"3stars";"plane";"Portugal";0
3;47;4;"800";"5";"3stars";"train";"Greece";0
3;48;1;"500";"2";"budget";"plane";"Greece";0
3;48;2;"800";"10";"budget";"train";"Portugal";0
3;48;3;"800";"5";"3stars";"bus";"Spain";0
3;48;4;"800";"10";"3stars";"bus";"Spain";1
3;49;1;"800";"5";"budget";"bus";"Turkey";0
3;49;2;"500";"2";"5stars";"bus";"Spain";1
3;49;3;"2500";"2";"3stars";"bus";"Turkey";0
3;49;4;"800";"10";"budget";"train";"Spain";0
3;50;1;"1500";"5";"3stars";"bus";"Greece";0
3;50;2;"800";"10";"3stars";"plane";"Portugal";0
3;50;3;"800";"10";"3stars";"train";"Portugal";0
3;50;4;"800";"5";"5stars";"plane";"Portugal";1
3;51;1;"800";"2";"3stars";"bus";"Portugal";0
3;51;2;"1500";"2";"budget";"bus";"Turkey";0
3;51;3;"1500";"10";"5stars";"bus";"Turkey";0
3;51;4;"500";"10";"5stars";"plane";"Spain";1
3;52;1;"1500";"5";"5stars";"plane";"Portugal";1
3;52;2;"2500";"2";"3stars";"train";"Spain";0
3;52;3;"1500";"5";"3stars";"bus";"Spain";0
3;52;4;"2500";"2";"budget";"train";"Turkey";0
3;53;1;"2500";"5";"budget";"train";"Turkey";0
3;53;2;"2500";"2";"5stars";"bus";"Portugal";1
3;53;3;"500";"5";"budget";"train";"Greece";0
3;53;4;"800";"5";"budget";"plane";"Greece";0
3;54;1;"2500";"10";"budget";"train";"Spain";0
3;54;2;"500";"10";"budget";"train";"Portugal";0
3;54;3;"500";"2";"3stars";"plane";"Spain";1
3;54;4;"1500";"2";"budget";"plane";"Portugal";0
4;55;1;"2500";"2";"5stars";"train";"Portugal";1
4;55;2;"800";"10";"5stars";"bus";"Turkey";0
4;55;3;"800";"5";"3stars";"bus";"Greece";0
4;55;4;"800";"5";"budget";"train";"Greece";0
4;56;1;"800";"5";"5stars";"plane";"Greece";0
4;56;2;"500";"5";"budget";"plane";"Portugal";0
4;56;3;"800";"2";"5stars";"bus";"Turkey";1
4;56;4;"2500";"10";"3stars";"train";"Greece";0
4;57;1;"2500";"10";"5stars";"bus";"Turkey";1
4;57;2;"500";"5";"budget";"bus";"Portugal";0
4;57;3;"1500";"5";"3stars";"plane";"Turkey";0
4;57;4;"500";"2";"3stars";"bus";"Spain";0
4;58;1;"800";"2";"3stars";"plane";"Turkey";0
4;58;2;"500";"5";"budget";"plane";"Turkey";0
4;58;3;"800";"10";"5stars";"plane";"Greece";1
4;58;4;"1500";"2";"budget";"plane";"Greece";0
4;59;1;"2500";"10";"budget";"bus";"Portugal";0
4;59;2;"800";"10";"5stars";"train";"Turkey";1
4;59;3;"800";"5";"5stars";"plane";"Portugal";0
4;59;4;"800";"2";"5stars";"plane";"Spain";0
4;60;1;"1500";"5";"5stars";"plane";"Greece";0
4;60;2;"800";"10";"3stars";"plane";"Portugal";0
4;60;3;"500";"10";"3stars";"train";"Portugal";1
4;60;4;"500";"10";"budget";"plane";"Spain";0
4;61;1;"800";"2";"budget";"plane";"Turkey";1
4;61;2;"2500";"5";"3stars";"plane";"Greece";0
4;61;3;"800";"5";"3stars";"plane";"Turkey";0
4;61;4;"1500";"10";"budget";"plane";"Turkey";0
4;62;1;"500";"5";"5stars";"plane";"Turkey";0
4;62;2;"800";"10";"3stars";"train";"Portugal";1
4;62;3;"1500";"2";"budget";"train";"Turkey";0
4;62;4;"2500";"2";"3stars";"train";"Greece";0
4;63;1;"500";"10";"5stars";"plane";"Portugal";0
4;63;2;"800";"10";"5stars";"plane";"Turkey";0
4;63;3;"800";"10";"3stars";"bus";"Spain";0
4;63;4;"800";"10";"budget";"train";"Portugal";1
4;64;1;"800";"10";"3stars";"plane";"Turkey";0
4;64;2;"1500";"5";"3stars";"bus";"Spain";0
4;64;3;"2500";"10";"budget";"train";"Spain";0
4;64;4;"2500";"2";"5stars";"train";"Spain";1
4;65;1;"500";"10";"3stars";"bus";"Portugal";0
4;65;2;"1500";"5";"5stars";"train";"Spain";1
4;65;3;"2500";"5";"budget";"bus";"Greece";0
4;65;4;"2500";"5";"5stars";"train";"Portugal";0
4;66;1;"500";"2";"5stars";"train";"Turkey";0
4;66;2;"800";"2";"5stars";"plane";"Portugal";1
4;66;3;"500";"5";"3stars";"bus";"Portugal";0
4;66;4;"500";"5";"budget";"bus";"Spain";0
4;67;1;"1500";"2";"5stars";"plane";"Portugal";0
4;67;2;"800";"5";"3stars";"plane";"Greece";0
4;67;3;"1500";"2";"5stars";"bus";"Portugal";1
4;67;4;"500";"2";"3stars";"plane";"Turkey";0
4;68;1;"1500";"2";"3stars";"plane";"Portugal";0
4;68;2;"1500";"2";"3stars";"plane";"Spain";1
4;68;3;"1500";"5";"budget";"plane";"Greece";0
4;68;4;"1500";"5";"budget";"plane";"Turkey";0
4;69;1;"2500";"5";"3stars";"plane";"Spain";0
4;69;2;"800";"10";"5stars";"plane";"Spain";1
4;69;3;"2500";"5";"5stars";"plane";"Portugal";0
4;69;4;"2500";"2";"5stars";"bus";"Portugal";0
4;70;1;"2500";"5";"budget";"plane";"Turkey";0
4;70;2;"2500";"5";"5stars";"bus";"Turkey";0
4;70;3;"500";"2";"5stars";"plane";"Portugal";1
4;70;4;"500";"2";"budget";"train";"Portugal";0
4;71;1;"500";"10";"budget";"train";"Spain";1
4;71;2;"2500";"5";"3stars";"train";"Greece";0
4;71;3;"500";"2";"budget";"train";"Spain";0
4;71;4;"2500";"10";"budget";"bus";"Turkey";0
4;72;1;"2500";"5";"3stars";"train";"Spain";0
4;72;2;"1500";"2";"3stars";"train";"Portugal";1
4;72;3;"1500";"10";"5stars";"train";"Portugal";0
4;72;4;"2500";"10";"budget";"train";"Portugal";0
5;73;1;"800";"5";"budget";"bus";"Turkey";0
5;73;2;"800";"5";"3stars";"bus";"Greece";0
5;73;3;"1500";"5";"5stars";"plane";"Portugal";1
5;73;4;"800";"5";"budget";"plane";"Greece";0
5;74;1;"1500";"5";"5stars";"bus";"Greece";0
5;74;2;"2500";"2";"5stars";"plane";"Greece";0
5;74;3;"500";"2";"budget";"plane";"Greece";0
5;74;4;"500";"2";"3stars";"bus";"Portugal";1
5;75;1;"500";"5";"3stars";"plane";"Greece";0
5;75;2;"1500";"10";"5stars";"plane";"Turkey";0
5;75;3;"1500";"10";"3stars";"plane";"Portugal";1
5;75;4;"800";"10";"3stars";"train";"Greece";0
5;76;1;"2500";"2";"3stars";"plane";"Spain";1
5;76;2;"500";"2";"5stars";"train";"Turkey";0
5;76;3;"800";"10";"3stars";"plane";"Turkey";0
5;76;4;"1500";"10";"5stars";"train";"Turkey";0
5;77;1;"500";"5";"3stars";"bus";"Spain";0
5;77;2;"500";"10";"5stars";"plane";"Portugal";1
5;77;3;"2500";"10";"budget";"plane";"Greece";0
5;77;4;"800";"5";"budget";"plane";"Spain";0
5;78;1;"800";"2";"5stars";"train";"Greece";0
5;78;2;"500";"5";"budget";"train";"Turkey";0
5;78;3;"800";"10";"5stars";"train";"Portugal";1
5;78;4;"800";"5";"3stars";"plane";"Spain";0
5;79;1;"1500";"5";"budget";"bus";"Greece";0
5;79;2;"2500";"10";"budget";"train";"Portugal";0
5;79;3;"800";"10";"budget";"bus";"Greece";0
5;79;4;"2500";"2";"3stars";"plane";"Portugal";1
5;80;1;"2500";"10";"budget";"bus";"Turkey";0
5;80;2;"1500";"10";"5stars";"plane";"Greece";1
5;80;3;"2500";"5";"5stars";"train";"Spain";0
5;80;4;"500";"10";"3stars";"train";"Greece";0
5;81;1;"2500";"5";"5stars";"train";"Greece";0
5;81;2;"800";"2";"budget";"train";"Greece";0
5;81;3;"1500";"5";"budget";"plane";"Greece";0
5;81;4;"800";"10";"budget";"bus";"Portugal";1
5;82;1;"500";"2";"3stars";"train";"Greece";0
5;82;2;"2500";"10";"3stars";"plane";"Spain";1
5;82;3;"1500";"5";"5stars";"bus";"Turkey";0
5;82;4;"1500";"2";"budget";"bus";"Turkey";0
5;83;1;"500";"5";"3stars";"train";"Spain";0
5;83;2;"2500";"2";"3stars";"plane";"Greece";0
5;83;3;"2500";"10";"5stars";"train";"Turkey";0
5;83;4;"1500";"10";"3stars";"plane";"Turkey";1
5;84;1;"500";"10";"3stars";"train";"Spain";0
5;84;2;"500";"2";"3stars";"bus";"Spain";0
5;84;3;"1500";"10";"3stars";"bus";"Turkey";1
5;84;4;"2500";"10";"3stars";"bus";"Turkey";0
5;85;1;"500";"10";"3stars";"bus";"Turkey";0
5;85;2;"2500";"2";"5stars";"bus";"Spain";1
5;85;3;"2500";"2";"3stars";"train";"Spain";0
5;85;4;"800";"2";"budget";"bus";"Greece";0
5;86;1;"500";"5";"budget";"train";"Spain";0
5;86;2;"1500";"2";"budget";"bus";"Spain";1
5;86;3;"500";"10";"budget";"plane";"Greece";0
5;86;4;"500";"5";"budget";"train";"Greece";0
5;87;1;"1500";"5";"5stars";"train";"Greece";0
5;87;2;"800";"10";"5stars";"bus";"Portugal";1
5;87;3;"800";"2";"3stars";"bus";"Spain";0
5;87;4;"1500";"2";"5stars";"train";"Turkey";0
5;88;1;"500";"2";"5stars";"plane";"Turkey";1
5;88;2;"800";"5";"5stars";"plane";"Portugal";0
5;88;3;"1500";"5";"5stars";"train";"Portugal";0
5;88;4;"500";"5";"budget";"train";"Portugal";0
5;89;1;"2500";"5";"budget";"train";"Greece";0
5;89;2;"2500";"5";"budget";"train";"Spain";0
5;89;3;"800";"10";"3stars";"bus";"Turkey";0
5;89;4;"500";"5";"budget";"bus";"Portugal";1
5;90;1;"2500";"2";"3stars";"bus";"Spain";1
5;90;2;"2500";"2";"5stars";"train";"Greece";0
5;90;3;"1500";"10";"5stars";"bus";"Spain";0
5;90;4;"800";"2";"5stars";"plane";"Greece";0
6;91;1;"1500";"10";"budget";"bus";"Portugal";0
6;91;2;"800";"5";"budget";"train";"Portugal";0
6;91;3;"2500";"2";"budget";"train";"Spain";1
6;91;4;"800";"5";"5stars";"train";"Greece";0
6;92;1;"1500";"10";"3stars";"train";"Portugal";0
6;92;2;"500";"10";"budget";"train";"Portugal";1
6;92;3;"800";"2";"3stars";"train";"Turkey";0
6;92;4;"800";"2";"3stars";"bus";"Greece";0
6;93;1;"500";"5";"3stars";"bus";"Turkey";1
6;93;2;"1500";"10";"budget";"plane";"Spain";0
6;93;3;"1500";"2";"budget";"bus";"Spain";0
6;93;4;"500";"5";"3stars";"bus";"Portugal";0
6;94;1;"800";"5";"5stars";"plane";"Spain";1
6;94;2;"1500";"10";"3stars";"bus";"Portugal";0
6;94;3;"800";"10";"3stars";"bus";"Greece";0
6;94;4;"1500";"10";"budget";"plane";"Greece";0
6;95;1;"800";"2";"3stars";"train";"Spain";0
6;95;2;"800";"10";"budget";"bus";"Spain";0
6;95;3;"1500";"10";"5stars";"train";"Portugal";1
6;95;4;"500";"5";"5stars";"train";"Turkey";0
6;96;1;"500";"2";"5stars";"bus";"Turkey";1
6;96;2;"1500";"5";"5stars";"train";"Turkey";0
6;96;3;"1500";"5";"budget";"train";"Spain";0
6;96;4;"1500";"10";"5stars";"plane";"Greece";0
6;97;1;"1500";"5";"5stars";"plane";"Turkey";0
6;97;2;"1500";"5";"5stars";"train";"Spain";0
6;97;3;"500";"10";"budget";"plane";"Turkey";1
6;97;4;"500";"5";"3stars";"train";"Spain";0
6;98;1;"2500";"2";"5stars";"plane";"Turkey";1
6;98;2;"500";"5";"5stars";"train";"Spain";0
6;98;3;"1500";"2";"budget";"train";"Turkey";0
6;98;4;"2500";"2";"budget";"bus";"Greece";0
6;99;1;"500";"10";"budget";"bus";"Spain";0
6;99;2;"500";"10";"5stars";"plane";"Turkey";0
6;99;3;"500";"10";"budget";"train";"Greece";0
6;99;4;"2500";"5";"5stars";"plane";"Portugal";1
6;100;1;"800";"2";"budget";"plane";"Turkey";0
6;100;2;"800";"5";"3stars";"train";"Spain";0
6;100;3;"2500";"5";"3stars";"train";"Turkey";0
6;100;4;"500";"2";"budget";"plane";"Portugal";1
6;101;1;"500";"5";"5stars";"train";"Portugal";0
6;101;2;"2500";"2";"3stars";"plane";"Turkey";1
6;101;3;"2500";"10";"5stars";"bus";"Spain";0
6;101;4;"800";"5";"3stars";"bus";"Spain";0
6;102;1;"500";"10";"5stars";"train";"Portugal";0
6;102;2;"2500";"5";"budget";"plane";"Portugal";1
6;102;3;"1500";"10";"3stars";"bus";"Spain";0
6;102;4;"2500";"5";"5stars";"plane";"Greece";0
6;103;1;"2500";"10";"budget";"train";"Spain";0
6;103;2;"2500";"10";"budget";"bus";"Portugal";1
6;103;3;"1500";"5";"3stars";"train";"Portugal";0
6;103;4;"2500";"2";"5stars";"train";"Portugal";0
6;104;1;"500";"2";"budget";"train";"Portugal";0
6;104;2;"800";"5";"budget";"train";"Spain";0
6;104;3;"500";"2";"5stars";"bus";"Portugal";1
6;104;4;"2500";"5";"budget";"plane";"Spain";0
6;105;1;"1500";"2";"3stars";"bus";"Portugal";0
6;105;2;"800";"10";"budget";"train";"Greece";0
6;105;3;"500";"10";"3stars";"plane";"Turkey";1
6;105;4;"1500";"10";"budget";"plane";"Portugal";0
6;106;1;"500";"2";"3stars";"plane";"Spain";1
6;106;2;"1500";"10";"3stars";"plane";"Spain";0
6;106;3;"1500";"5";"5stars";"plane";"Portugal";0
6;106;4;"1500";"2";"5stars";"plane";"Greece";0
6;107;1;"800";"10";"3stars";"train";"Portugal";0
6;107;2;"2500";"2";"budget";"bus";"Turkey";0
6;107;3;"500";"2";"budget";"train";"Greece";0
6;107;4;"800";"10";"budget";"plane";"Greece";1
6;108;1;"800";"10";"budget";"plane";"Spain";1
6;108;2;"800";"10";"5stars";"plane";"Spain";0
6;108;3;"800";"10";"3stars";"bus";"Spain";0
6;108;4;"1500";"5";"budget";"bus";"Spain";0
7;109;1;"2500";"10";"budget";"train";"Greece";0
7;109;2;"500";"2";"3stars";"train";"Turkey";0
7;109;3;"500";"10";"budget";"bus";"Portugal";1
7;109;4;"1500";"5";"3stars";"train";"Portugal";0
7;110;1;"1500";"2";"budget";"bus";"Portugal";0
7;110;2;"500";"5";"5stars";"bus";"Portugal";1
7;110;3;"500";"5";"3stars";"plane";"Spain";0
7;110;4;"800";"2";"5stars";"train";"Portugal";0
7;111;1;"800";"5";"budget";"bus";"Portugal";0
7;111;2;"800";"10";"3stars";"plane";"Greece";1
7;111;3;"1500";"2";"3stars";"plane";"Turkey";0
7;111;4;"1500";"2";"5stars";"train";"Greece";0
7;112;1;"800";"5";"5stars";"bus";"Portugal";1
7;112;2;"800";"5";"budget";"train";"Turkey";0
7;112;3;"1500";"10";"budget";"train";"Turkey";0
7;112;4;"1500";"2";"3stars";"bus";"Greece";0
7;113;1;"800";"10";"budget";"train";"Spain";0
7;113;2;"800";"2";"3stars";"bus";"Turkey";0
7;113;3;"500";"5";"5stars";"plane";"Portugal";1
7;113;4;"2500";"10";"5stars";"bus";"Spain";0
7;114;1;"500";"5";"5stars";"train";"Greece";0
7;114;2;"800";"5";"5stars";"plane";"Portugal";1
7;114;3;"800";"10";"3stars";"plane";"Turkey";0
7;114;4;"2500";"2";"3stars";"train";"Spain";0
7;115;1;"500";"5";"5stars";"train";"Turkey";0
7;115;2;"2500";"2";"3stars";"bus";"Spain";0
7;115;3;"500";"2";"3stars";"train";"Spain";1
7;115;4;"800";"5";"budget";"train";"Spain";0
7;116;1;"500";"5";"3stars";"bus";"Greece";1
7;116;2;"500";"2";"3stars";"plane";"Turkey";0
7;116;3;"800";"10";"3stars";"bus";"Spain";0
7;116;4;"500";"5";"budget";"bus";"Spain";0
7;117;1;"500";"2";"3stars";"plane";"Portugal";0
7;117;2;"500";"2";"budget";"bus";"Portugal";1
7;117;3;"800";"5";"budget";"train";"Greece";0
7;117;4;"2500";"5";"5stars";"bus";"Portugal";0
7;118;1;"500";"10";"5stars";"bus";"Spain";1
7;118;2;"500";"2";"budget";"plane";"Portugal";0
7;118;3;"800";"10";"3stars";"bus";"Greece";0
7;118;4;"500";"10";"budget";"bus";"Greece";0
7;119;1;"800";"10";"3stars";"train";"Turkey";0
7;119;2;"800";"10";"budget";"bus";"Greece";0
7;119;3;"2500";"10";"budget";"bus";"Turkey";0
7;119;4;"1500";"10";"5stars";"train";"Spain";1
7;120;1;"800";"2";"3stars";"bus";"Greece";0
7;120;2;"1500";"2";"3stars";"bus";"Portugal";1
7;120;3;"800";"2";"3stars";"plane";"Greece";0
7;120;4;"2500";"10";"5stars";"train";"Greece";0
7;121;1;"500";"10";"5stars";"bus";"Greece";1
7;121;2;"800";"5";"5stars";"bus";"Greece";0
7;121;3;"2500";"10";"budget";"bus";"Greece";0
7;121;4;"500";"10";"5stars";"bus";"Turkey";0
7;122;1;"1500";"10";"3stars";"bus";"Spain";0
7;122;2;"500";"10";"budget";"plane";"Greece";0
7;122;3;"500";"10";"5stars";"plane";"Greece";1
7;122;4;"1500";"2";"5stars";"plane";"Turkey";0
7;123;1;"800";"10";"5stars";"plane";"Portugal";1
7;123;2;"1500";"5";"budget";"train";"Turkey";0
7;123;3;"1500";"10";"5stars";"bus";"Spain";0
